3076;0;0;0x0000;Response ok
3077;0;0;0x0000;Response ok
3078;0;0;0x0000;Response ok
3079;500;500;0x01F4;Response ok
3080;60;60;0x003C;Response ok
3081;20;20;0x0014;Response ok
3082;50;50;0x0032;Response ok
3083;30;30;0x001E;Response ok
3084;30;30;0x001E;Response ok
3085;0;0;0x0000;Response ok
3086;60;60;0x003C;Response ok
3087;50;50;0x0032;Response ok
3088;60;60;0x003C;Response ok
3089;50;50;0x0032;Response ok
3090;120;120;0x0078;Response ok
3091;50;50;0x0032;Response ok
3092;600;600;0x0258;Response ok
3093;50;50;0x0032;Response ok
3094;60;60;0x003C;Response ok
3095;30;30;0x001E;Response ok
3096;0;0;0x0000;Response ok
3097;0;0;0x0000;Response ok
3098;0;0;0x0000;Response ok
3099;0;0;0x0000;Response ok
3100;1;1;0x0001;Response ok
3101;0;0;0x0000;Response ok
3102;0;0;0x0000;Response ok
3103;0;0;0x0000;Response ok
3104;0;0;0x0000;Response ok
3105;0;0;0x0000;Response ok
3106;0;0;0x0000;Response ok
3107;0;0;0x0000;Response ok
3108;10;10;0x000A;Response ok
3109;90;90;0x005A;Response ok
3110;0;0;0x0000;Response ok
3111;100;100;0x0064;Response ok
3112;40;40;0x0028;Response ok
3113;200;200;0x00C8;Response ok
3114;-10;65526;0xFFF6;Response ok
3115;120;120;0x0078;Response ok
3116;0;0;0x0000;Response ok
3117;3;3;0x0003;Response ok
3118;97;97;0x0061;Response ok
3119;0;0;0x0000;Response ok
3120;100;100;0x0064;Response ok
3121;40;40;0x0028;Response ok
3122;200;200;0x00C8;Response ok
3123;-10;65526;0xFFF6;Response ok
3124;340;340;0x0154;Response ok
3125;0;0;0x0000;Response ok
3126;200;200;0x00C8;Response ok
3127;40;40;0x0028;Response ok
3128;100;100;0x0064;Response ok
3129;0;0;0x0000;Response ok
3130;0;0;0x0000;Response ok
3131;22;22;0x0016;Response ok
3132;1;1;0x0001;Response ok
3133;140;140;0x008C;Response ok
3134;0;0;0x0000;Response ok
3135;1100;1100;0x044C;Response ok
3136;220;220;0x00DC;Response ok
3137;100;100;0x0064;Response ok
3138;100;100;0x0064;Response ok
3139;100;100;0x0064;Response ok
3140;100;100;0x0064;Response ok
3141;20;20;0x0014;Response ok
3142;3;3;0x0003;Response ok
3143;100;100;0x0064;Response ok
3144;0;0;0x0000;Response ok
3145;100;100;0x0064;Response ok
3146;0;0;0x0000;Response ok
3147;0;0;0x0000;Response ok
3148;0;0;0x0000;Response ok
3149;50;50;0x0032;Response ok
3150;0;0;0x0000;Response ok
3151;10;10;0x000A;Response ok
3152;0;0;0x0000;Response ok
3153;12;12;0x000C;Response ok
3154;500;500;0x01F4;Response ok
3155;5;5;0x0005;Response ok
3156;0;0;0x0000;Response ok
3157;10;10;0x000A;Response ok
3158;2;2;0x0002;Response ok
3159;100;100;0x0064;Response ok
3160;200;200;0x00C8;Response ok
3161;300;300;0x012C;Response ok
3162;40;40;0x0028;Response ok
3163;80;80;0x0050;Response ok
3164;0;0;0x0000;Response ok
3165;0;0;0x0000;Response ok
3166;1;1;0x0001;Response ok
3167;5;5;0x0005;Response ok
3168;5;5;0x0005;Response ok
3169;6;6;0x0006;Response ok
3170;1;1;0x0001;Response ok
3171;0;0;0x0000;Response ok
3172;1;1;0x0001;Response ok
3173;0;0;0x0000;Response ok
3174;0;0;0x0000;Response ok
3175;0;0;0x0000;Response ok
3176;60;60;0x003C;Response ok
3177;1;1;0x0001;Response ok
3178;0;0;0x0000;Response ok
3179;0;0;0x0000;Response ok
3180;0;0;0x0000;Response ok
3181;0;0;0x0000;Response ok
3182;0;0;0x0000;Response ok
3183;100;100;0x0064;Response ok
3184;40;40;0x0028;Response ok
3185;40;40;0x0028;Response ok
3186;100;100;0x0064;Response ok
3187;0;0;0x0000;Response ok
3188;9800;9800;0x2648;Response ok
3189;-22500;43036;0xA81C;Response ok
3190;2530;2530;0x09E2;Response ok
3191;0;0;0x0000;Response ok
3192;30;30;0x001E;Response ok
3193;20;20;0x0014;Response ok
3194;0;0;0x0000;Response ok
3195;0;0;0x0000;Response ok
3196;1;1;0x0001;Response ok
3197;30;30;0x001E;Response ok
3198;15;15;0x000F;Response ok
3199;90;90;0x005A;Response ok
3200;90;90;0x005A;Response ok
3201;30;30;0x001E;Response ok
3202;15;15;0x000F;Response ok
3203;0;0;0x0000;Response ok
3204;90;90;0x005A;Response ok
3205;15;15;0x000F;Response ok
3206;0;0;0x0000;Response ok
3207;32;32;0x0020;Response ok
3208;70;70;0x0046;Response ok
3209;90;90;0x005A;Response ok
3210;40;40;0x0028;Response ok
3211;65;65;0x0041;Response ok
3212;20;20;0x0014;Response ok
3213;90;90;0x005A;Response ok
3214;15;15;0x000F;Response ok
3215;32;32;0x0020;Response ok
3216;70;70;0x0046;Response ok
3217;90;90;0x005A;Response ok
3218;40;40;0x0028;Response ok
3219;65;65;0x0041;Response ok
3220;20;20;0x0014;Response ok
3221;1800;1800;0x0708;Response ok
3222;30;30;0x001E;Response ok
3223;0;0;0x0000;Response ok
3224;0;0;0x0000;Response ok
3225;0;0;0x0000;Response ok
3226;0;0;0x0000;Response ok
3227;0;0;0x0000;Response ok
3228;0;0;0x0000;Response ok
3229;0;0;0x0000;Response ok
3230;10;10;0x000A;Response ok
3231;90;90;0x005A;Response ok
3232;0;0;0x0000;Response ok
3233;100;100;0x0064;Response ok
3234;0;0;0x0000;Response ok
3235;200;200;0x00C8;Response ok
3236;0;0;0x0000;Response ok
3237;120;120;0x0078;Response ok
3238;40;40;0x0028;Response ok
3239;200;200;0x00C8;Response ok
3240;0;0;0x0000;Response ok
3241;100;100;0x0064;Response ok
3242;0;0;0x0000;Response ok
3243;1;1;0x0001;Response ok
3244;10;10;0x000A;Response ok
3245;10;10;0x000A;Response ok
3246;0;0;0x0000;Response ok
3247;0;0;0x0000;Response ok
3248;1;1;0x0001;Response ok
3249;69;69;0x0045;Response ok
3251;1;1;0x0001;Response ok
3252;1;1;0x0001;Response ok
3253;1;1;0x0001;Response ok
3254;0;0;0x0000;Response ok
3256;5;5;0x0005;Response ok
3259;0;0;0x0000;Response ok
3261;0;0;0x0000;Response ok
3263;0;0;0x0000;Response ok
3265;0;0;0x0000;Response ok
3267;0;0;0x0000;Response ok
3269;0;0;0x0000;Response ok
3271;0;0;0x0000;Response ok
3273;50;50;0x0032;Response ok
3275;0;0;0x0000;Response ok
3277;0;0;0x0000;Response ok
3279;0;0;0x0000;Response ok
3281;0;0;0x0000;Response ok
3283;0;0;0x0000;Response ok
3285;0;0;0x0000;Response ok
3287;0;0;0x0000;Response ok
3289;0;0;0x0000;Response ok
3291;0;0;0x0000;Response ok
3293;0;0;0x0000;Response ok
3295;0;0;0x0000;Response ok
3297;50;50;0x0032;Response ok
3299;0;0;0x0000;Response ok
3301;80;80;0x0050;Response ok
3303;40;40;0x0028;Response ok
3305;1;1;0x0001;Response ok
3307;0;0;0x0000;Response ok
4000;0;0;0x0000;Response ok
4001;0;0;0x0000;Response ok
4002;0;0;0x0000;Response ok
4003;0;0;0x0000;Response ok
4004;3;3;0x0003;Response ok
4005;0;0;0x0000;Response ok
4006;0;0;0x0000;Response ok
4007;1000;1000;0x03E8;Response ok
4008;1100;1100;0x044C;Response ok
4009;30;30;0x001E;Response ok
4010;32767;32767;0x7FFF;Response ok
4011;32767;32767;0x7FFF;Response ok
4012;32767;32767;0x7FFF;Response ok
4013;32767;32767;0x7FFF;Response ok
4014;32767;32767;0x7FFF;Response ok
4015;32767;32767;0x7FFF;Response ok
4016;32767;32767;0x7FFF;Response ok
4017;23;23;0x0017;Response ok
4018;0;0;0x0000;Response ok
4019;15;15;0x000F;Response ok
4020;15;15;0x000F;Response ok
4021;0;0;0x0000;Response ok
4022;0;0;0x0000;Response ok
4023;0;0;0x0000;Response ok
4024;4;4;0x0004;Response ok
4025;0;0;0x0000;Response ok
4026;1;1;0x0001;Response ok
4027;0;0;0x0000;Response ok
4028;0;0;0x0000;Response ok
4029;0;0;0x0000;Response ok
4030;0;0;0x0000;Response ok
4031;0;0;0x0000;Response ok
4032;0;0;0x0000;Response ok
4033;0;0;0x0000;Response ok
4034;0;0;0x0000;Response ok
4035;0;0;0x0000;Response ok
4036;0;0;0x0000;Response ok
4037;0;0;0x0000;Response ok
4038;0;0;0x0000;Response ok
4039;1;1;0x0001;Response ok
4040;0;0;0x0000;Response ok
4041;0;0;0x0000;Response ok
4042;32767;32767;0x7FFF;Response ok
4043;32767;32767;0x7FFF;Response ok
4044;32767;32767;0x7FFF;Response ok
4045;32767;32767;0x7FFF;Response ok
4046;32767;32767;0x7FFF;Response ok
4047;32767;32767;0x7FFF;Response ok
4048;32767;32767;0x7FFF;Response ok
4049;32767;32767;0x7FFF;Response ok
4050;32767;32767;0x7FFF;Response ok
4051;0;0;0x0000;Response ok
4052;0;0;0x0000;Response ok
4053;275;275;0x0113;Response ok
4054;0;0;0x0000;Response ok
4055;0;0;0x0000;Response ok
4056;0;0;0x0000;Response ok
4057;0;0;0x0000;Response ok
4058;0;0;0x0000;Response ok
4059;0;0;0x0000;Response ok
4060;0;0;0x0000;Response ok
4061;12662;12662;0x3176;Response ok
4062;12342;12342;0x3036;Response ok
4063;1;1;0x0001;Response ok
4064;6;6;0x0006;Response ok
4065;23911;23911;0x5D67;Response ok
4066;-26626;38910;0x97FE;Response ok
4067;1100;1100;0x044C;Response ok
4068;0;0;0x0000;Response ok
4069;5;5;0x0005;Response ok
4070;0;0;0x0000;Response ok
4071;1100;1100;0x044C;Response ok
4072;2;2;0x0002;Response ok
4073;0;0;0x0000;Response ok
4074;-2;65534;0xFFFE;Response ok
4075;0;0;0x0000;Response ok
4076;0;0;0x0000;Response ok
4077;0;0;0x0000;Response ok
4078;0;0;0x0000;Response ok
4079;0;0;0x0000;Response ok
4080;0;0;0x0000;Response ok
4081;0;0;0x0000;Response ok
4082;0;0;0x0000;Response ok
4083;0;0;0x0000;Response ok
4084;100;100;0x0064;Response ok
4085;0;0;0x0000;Response ok
4086;0;0;0x0000;Response ok
4087;0;0;0x0000;Response ok
4088;0;0;0x0000;Response ok
4089;32767;32767;0x7FFF;Response ok
4090;32767;32767;0x7FFF;Response ok
4091;1000;1000;0x03E8;Response ok
4092;0;0;0x0000;Response ok
4093;0;0;0x0000;Response ok
5000;1;1;0x0001;Response ok
5001;37;37;0x0025;Response ok
5002;2;2;0x0002;Response ok
5003;4;4;0x0004;Response ok
5004;2;2;0x0002;Response ok
5005;24158;24158;0x5E5E;Response ok
5006;21145;21145;0x5299;Response ok
5007;0;0;0x0000;Response ok
5008;1;1;0x0001;Response ok
5009;0;0;0x0000;Response ok
5010;0;0;0x0000;Response ok
5012;80;80;0x0050;Response ok
5013;71;71;0x0047;Response ok
5014;5400;5400;0x1518;Response ok
7002;-1;65535;0xFFFF;Response ok
7003;0;0;0x0000;Response ok
9000;32767;32767;0x7FFF;Response ok
9001;32767;32767;0x7FFF;Response ok
9002;32767;32767;0x7FFF;Response ok
9003;32767;32767;0x7FFF;Response ok
9004;32767;32767;0x7FFF;Response ok
9005;32767;32767;0x7FFF;Response ok
9006;32767;32767;0x7FFF;Response ok
9007;32767;32767;0x7FFF;Response ok
9008;32767;32767;0x7FFF;Response ok
9009;32767;32767;0x7FFF;Response ok
9010;32767;32767;0x7FFF;Response ok
9011;32767;32767;0x7FFF;Response ok
12100;0;0;0x0000;Response ok
12101;0;0;0x0000;Response ok
12102;0;0;0x0000;Response ok
12103;0;0;0x0000;Response ok
12104;0;0;0x0000;Response ok
12105;0;0;0x0000;Response ok
12106;0;0;0x0000;Response ok
12107;0;0;0x0000;Response ok
12108;0;0;0x0000;Response ok
12109;0;0;0x0000;Response ok
12110;0;0;0x0000;Response ok
12111;0;0;0x0000;Response ok
12112;0;0;0x0000;Response ok
12113;0;0;0x0000;Response ok
12114;0;0;0x0000;Response ok
12115;0;0;0x0000;Response ok
12116;0;0;0x0000;Response ok
12117;0;0;0x0000;Response ok
12118;0;0;0x0000;Response ok
12119;0;0;0x0000;Response ok
12120;0;0;0x0000;Response ok
12121;0;0;0x0000;Response ok
12122;0;0;0x0000;Response ok
12123;0;0;0x0000;Response ok
12124;0;0;0x0000;Response ok
12125;0;0;0x0000;Response ok
12126;0;0;0x0000;Response ok
12127;0;0;0x0000;Response ok
12128;0;0;0x0000;Response ok
12129;0;0;0x0000;Response ok
12130;0;0;0x0000;Response ok
12131;0;0;0x0000;Response ok
12132;0;0;0x0000;Response ok
12133;0;0;0x0000;Response ok
12134;0;0;0x0000;Response ok
12135;0;0;0x0000;Response ok
12136;0;0;0x0000;Response ok
12137;0;0;0x0000;Response ok
12138;0;0;0x0000;Response ok
12139;0;0;0x0000;Response ok
12140;0;0;0x0000;Response ok
12141;0;0;0x0000;Response ok
12142;0;0;0x0000;Response ok
12143;0;0;0x0000;Response ok
12144;0;0;0x0000;Response ok
12145;0;0;0x0000;Response ok
12146;0;0;0x0000;Response ok
12147;0;0;0x0000;Response ok
12148;0;0;0x0000;Response ok
12149;0;0;0x0000;Response ok
12150;0;0;0x0000;Response ok
12151;0;0;0x0000;Response ok
12152;0;0;0x0000;Response ok
12153;0;0;0x0000;Response ok
12154;0;0;0x0000;Response ok
12155;0;0;0x0000;Response ok
12156;0;0;0x0000;Response ok
12157;0;0;0x0000;Response ok
12158;0;0;0x0000;Response ok
12159;0;0;0x0000;Response ok
12160;0;0;0x0000;Response ok
12161;0;0;0x0000;Response ok
12162;0;0;0x0000;Response ok
12163;0;0;0x0000;Response ok
12164;0;0;0x0000;Response ok
12165;0;0;0x0000;Response ok
12166;0;0;0x0000;Response ok
12167;0;0;0x0000;Response ok
12168;0;0;0x0000;Response ok
12169;0;0;0x0000;Response ok
12170;0;0;0x0000;Response ok
12171;0;0;0x0000;Response ok
12172;0;0;0x0000;Response ok
12173;0;0;0x0000;Response ok
12174;0;0;0x0000;Response ok
12175;0;0;0x0000;Response ok
12176;0;0;0x0000;Response ok
12177;0;0;0x0000;Response ok
12178;0;0;0x0000;Response ok
12179;0;0;0x0000;Response ok
12180;0;0;0x0000;Response ok
12181;0;0;0x0000;Response ok
12182;0;0;0x0000;Response ok
12183;0;0;0x0000;Response ok
12184;0;0;0x0000;Response ok
12185;0;0;0x0000;Response ok
12186;0;0;0x0000;Response ok
12187;0;0;0x0000;Response ok
12188;0;0;0x0000;Response ok
12189;0;0;0x0000;Response ok
12190;0;0;0x0000;Response ok
12191;0;0;0x0000;Response ok
12192;0;0;0x0000;Response ok
12193;0;0;0x0000;Response ok
12194;0;0;0x0000;Response ok
12195;0;0;0x0000;Response ok
12196;0;0;0x0000;Response ok
12197;0;0;0x0000;Response ok
12198;0;0;0x0000;Response ok
12199;0;0;0x0000;Response ok
12200;0;0;0x0000;Response ok
12201;0;0;0x0000;Response ok
12202;0;0;0x0000;Response ok
12203;0;0;0x0000;Response ok
12206;0;0;0x0000;Response ok
12207;0;0;0x0000;Response ok
12208;0;0;0x0000;Response ok
12209;0;0;0x0000;Response ok
14000;201;201;0x00C9;Response ok
14001;0;0;0x0000;Response ok
14002;0;0;0x0000;Response ok
14003;0;0;0x0000;Response ok
14004;0;0;0x0000;Response ok
14005;0;0;0x0000;Response ok
14006;6;6;0x0006;Response ok
14007;0;0;0x0000;Response ok
14008;10;10;0x000A;Response ok
14009;1;1;0x0001;Response ok
14010;20;20;0x0014;Response ok
